"Num" "Label" "Value" "Active_Cnt" "Phase" "Min" "Max" "Init" "Used" "Status" "Parm_StDev" "Gradient" "Pr_type" "Prior" "Pr_SD" "Pr_Like" "Value_again" "Value-1.96*SD" "Value+1.96*SD" "V_1%" "V_10%" "V_20%" "V_30%" "V_40%" "V_50%" "V_60%" "V_70%" "V_80%" "V_90%" "V_99%" "P_val" "P_lowCI" "P_hiCI" "P_1%" "P_10%" "P_20%" "P_30%" "P_40%" "P_50%" "P_60%" "P_70%" "P_80%" "P_90%" "P_99%"
"ForeRecr_2023" 100 "ForeRecr_2023" 0 83 6 -5 5 0 0 "act" 0.2 0 "dev" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"LnQ_base_S01_INDEX.1-4(15)" 101 "LnQ_base_S01_INDEX.1-4(15)" -3.16127 NA -1 -25 25 -5.44532 -5.44532 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Q_extraSD_S01_INDEX.1-4(15)" 102 "Q_extraSD_S01_INDEX.1-4(15)" 0.190777 NA -1 0 1 0.190777 0.190777 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F01_LL.JP.1(1)" 103 "Size_DblN_peak_F01_LL.JP.1(1)" 182.323 84 2 45 325 175.466 175.466 "OK" 1.47313 -6.63476e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F01_LL.JP.1(1)" 104 "Size_DblN_top_logit_F01_LL.JP.1(1)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F01_LL.JP.1(1)" 105 "Size_DblN_ascend_se_F01_LL.JP.1(1)" 7.36222 85 4 -10 10 7.25927 7.25927 "OK" 0.102121 6.88246e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F01_LL.JP.1(1)" 106 "Size_DblN_descend_se_F01_LL.JP.1(1)" -5.54894 86 5 -10 10 5.14734 5.14734 "OK" 34.5625 -1.19568e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F01_LL.JP.1(1)" 107 "Size_DblN_start_logit_F01_LL.JP.1(1)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F01_LL.JP.1(1)" 108 "Size_DblN_end_logit_F01_LL.JP.1(1)" 1.83909 87 3 -999 9 -1.00126 -1.00126 "HI" 0.975403 -6.87664e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F02_LL.JP.2(2)" 109 "Size_DblN_peak_F02_LL.JP.2(2)" 197.483 88 2 45 325 196.432 196.432 "OK" 2.31754 -6.74897e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F02_LL.JP.2(2)" 110 "Size_DblN_top_logit_F02_LL.JP.2(2)" 0.0506379 89 3 -10 10 0.108229 0.108229 "OK" 173.631 -2.54223e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F02_LL.JP.2(2)" 111 "Size_DblN_ascend_se_F02_LL.JP.2(2)" 5.82703 90 4 -10 10 6.93494 6.93494 "OK" 0.19595 1.76941e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F02_LL.JP.2(2)" 112 "Size_DblN_descend_se_F02_LL.JP.2(2)" 0.000654505 91 5 -10 10 0.00147782 0.00147782 "OK" 223.634 3.93385e-08 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F02_LL.JP.2(2)" 113 "Size_DblN_start_logit_F02_LL.JP.2(2)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F02_LL.JP.2(2)" 114 "Size_DblN_end_logit_F02_LL.JP.2(2)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F03_LL.JP.3(3)" 115 "Size_DblN_peak_F03_LL.JP.3(3)" 199.385 92 2 45 325 192.025 192.025 "OK" 1.69685 1.93625e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F03_LL.JP.3(3)" 116 "Size_DblN_top_logit_F03_LL.JP.3(3)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F03_LL.JP.3(3)" 117 "Size_DblN_ascend_se_F03_LL.JP.3(3)" 6.23486 93 4 -10 10 6.14855 6.14855 "OK" 0.193821 4.02132e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F03_LL.JP.3(3)" 118 "Size_DblN_descend_se_F03_LL.JP.3(3)" -6.13788 94 5 -10 10 3.95241 3.95241 "OK" 43.2832 -5.16094e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F03_LL.JP.3(3)" 119 "Size_DblN_start_logit_F03_LL.JP.3(3)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F03_LL.JP.3(3)" 120 "Size_DblN_end_logit_F03_LL.JP.3(3)" 2.69018 95 3 -999 9 -0.203926 -0.203926 "HI" 3.76387 -1.38237e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F04_LL.JP.4(4)" 121 "Size_DblN_peak_F04_LL.JP.4(4)" 188.848 96 2 45 325 179.581 179.581 "OK" 18.3388 -6.26932e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F04_LL.JP.4(4)" 122 "Size_DblN_top_logit_F04_LL.JP.4(4)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F04_LL.JP.4(4)" 123 "Size_DblN_ascend_se_F04_LL.JP.4(4)" 7.36431 97 4 -10 10 7.22933 7.22933 "OK" 0.561123 -1.56711e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F04_LL.JP.4(4)" 124 "Size_DblN_descend_se_F04_LL.JP.4(4)" 0.918792 98 5 -10 10 4.96125 4.96125 "OK" 29.1978 -9.04102e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F04_LL.JP.4(4)" 125 "Size_DblN_start_logit_F04_LL.JP.4(4)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F04_LL.JP.4(4)" 126 "Size_DblN_end_logit_F04_LL.JP.4(4)" 0.391825 99 3 -999 9 -1.46735 -1.46735 "HI" 1.00565 -4.7417e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F05_LL.TW.4(5)" 127 "SizeSel_P1_F05_LL.TW.4(5)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F05_LL.TW.4(5)" 128 "SizeSel_P2_F05_LL.TW.4(5)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F06_LL.AU.2(6)" 129 "Size_DblN_peak_F06_LL.AU.2(6)" 187.401 100 2 45 325 182.632 182.632 "OK" 1.02802 6.90074e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F06_LL.AU.2(6)" 130 "Size_DblN_top_logit_F06_LL.AU.2(6)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F06_LL.AU.2(6)" 131 "Size_DblN_ascend_se_F06_LL.AU.2(6)" 5.8286 101 4 -10 10 5.66444 5.66444 "OK" 0.0883257 -3.83848e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F06_LL.AU.2(6)" 132 "Size_DblN_descend_se_F06_LL.AU.2(6)" 5.09822 102 5 -10 10 5.33581 5.33581 "OK" 0.315256 1.46034e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F06_LL.AU.2(6)" 133 "Size_DblN_start_logit_F06_LL.AU.2(6)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F06_LL.AU.2(6)" 134 "Size_DblN_end_logit_F06_LL.AU.2(6)" -0.374883 103 3 -999 9 -2.14536 -2.14536 "HI" 0.256707 -5.13168e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F07_LL.AU.3(7)" 135 "Size_DblN_peak_F07_LL.AU.3(7)" 194.349 104 2 45 325 187.246 187.246 "OK" 2.06034 9.7852e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F07_LL.AU.3(7)" 136 "Size_DblN_top_logit_F07_LL.AU.3(7)" -10 NA -3 -10 10 -10 -10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F07_LL.AU.3(7)" 137 "Size_DblN_ascend_se_F07_LL.AU.3(7)" 6.16338 105 4 -10 10 6.06471 6.06471 "OK" 0.139213 2.10035e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F07_LL.AU.3(7)" 138 "Size_DblN_descend_se_F07_LL.AU.3(7)" 4.0575 106 5 -10 10 5.14204 5.14204 "OK" 1.31473 9.00313e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F07_LL.AU.3(7)" 139 "Size_DblN_start_logit_F07_LL.AU.3(7)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F07_LL.AU.3(7)" 140 "Size_DblN_end_logit_F07_LL.AU.3(7)" 0.439761 107 3 -999 9 -1.55445 -1.55445 "HI" 0.458647 1.59568e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F08_LL.NZ.3(8)" 141 "SizeSel_P1_F08_LL.NZ.3(8)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F08_LL.NZ.3(8)" 142 "SizeSel_P2_F08_LL.NZ.3(8)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F09.REC.AU.3(9)" 143 "Size_DblN_peak_F09.REC.AU.3(9)" 197.183 108 2 45 325 183.489 183.489 "OK" 4.21822 -9.68895e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F09.REC.AU.3(9)" 144 "Size_DblN_top_logit_F09.REC.AU.3(9)" -0.988118 109 3 -10 10 -0.686316 -0.686316 "OK" 0.117464 -0.000254581 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F09.REC.AU.3(9)" 145 "Size_DblN_ascend_se_F09.REC.AU.3(9)" 5.60531 110 4 -10 10 4.61448 4.61448 "OK" 0.383944 -3.59318e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F09.REC.AU.3(9)" 146 "Size_DblN_descend_se_F09.REC.AU.3(9)" -8.53891 111 5 -10 10 -3.09942 -3.09942 "OK" 37.7652 1.38496e-07 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F09.REC.AU.3(9)" 147 "Size_DblN_start_logit_F09.REC.AU.3(9)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F09.REC.AU.3(9)" 148 "Size_DblN_end_logit_F09.REC.AU.3(9)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_inflection_F10_REC.NZ.3(10)" 149 "Size_inflection_F10_REC.NZ.3(10)" 204.139 112 2 45 325 187.853 187.853 "OK" 1.99304 2.87965e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_95%width_F10_REC.NZ.3(10)" 150 "Size_95%width_F10_REC.NZ.3(10)" 22.6204 113 3 0 500 19.5876 19.5876 "OK" 1.34923 -2.14579e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F11_LL.ALL.1(11)" 151 "SizeSel_P1_F11_LL.ALL.1(11)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F11_LL.ALL.1(11)" 152 "SizeSel_P2_F11_LL.ALL.1(11)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_F12_LL.ALL.2(12)" 153 "Size_DblN_peak_F12_LL.ALL.2(12)" 196.896 114 2 45 325 177.721 177.721 "OK" 6.32122 -2.79968e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_F12_LL.ALL.2(12)" 154 "Size_DblN_top_logit_F12_LL.ALL.2(12)" -7.79318 115 3 -10 10 -9.77624 -9.77624 "OK" 40.7557 1.17043e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_F12_LL.ALL.2(12)" 155 "Size_DblN_ascend_se_F12_LL.ALL.2(12)" 7.63962 116 4 -10 10 7.29868 7.29868 "OK" 0.198552 3.68674e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_F12_LL.ALL.2(12)" 156 "Size_DblN_descend_se_F12_LL.ALL.2(12)" 9.98534 117 5 -10 10 6.68782 6.68782 "HI" 0.463291 -3.23415e-06 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_F12_LL.ALL.2(12)" 157 "Size_DblN_start_logit_F12_LL.ALL.2(12)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_F12_LL.ALL.2(12)" 158 "Size_DblN_end_logit_F12_LL.ALL.2(12)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F13_LL.ALL.3(13)" 159 "SizeSel_P1_F13_LL.ALL.3(13)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F13_LL.ALL.3(13)" 160 "SizeSel_P2_F13_LL.ALL.3(13)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P1_F14_LL.ALL.4(14)" 161 "SizeSel_P1_F14_LL.ALL.4(14)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"SizeSel_P2_F14_LL.ALL.4(14)" 162 "SizeSel_P2_F14_LL.ALL.4(14)" -1 NA -99 -99 10 -1 -1 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_peak_S01_INDEX.1-4(15)" 163 "Size_DblN_peak_S01_INDEX.1-4(15)" 220.511 118 2 45 325 166.437 166.437 "OK" 42.5053 -3.45167e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_top_logit_S01_INDEX.1-4(15)" 164 "Size_DblN_top_logit_S01_INDEX.1-4(15)" 0.00169009 119 3 -10 10 0.455676 0.455676 "OK" 223.78 8.62774e-09 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_ascend_se_S01_INDEX.1-4(15)" 165 "Size_DblN_ascend_se_S01_INDEX.1-4(15)" 7.89756 120 4 -10 10 6.25712 6.25712 "OK" 0.918249 8.18885e-05 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_descend_se_S01_INDEX.1-4(15)" 166 "Size_DblN_descend_se_S01_INDEX.1-4(15)" 2.03729e-05 121 5 -10 10 0.00392247 0.00392247 "OK" 223.604 -7.36881e-10 "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_start_logit_S01_INDEX.1-4(15)" 167 "Size_DblN_start_logit_S01_INDEX.1-4(15)" -999 NA -4 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"Size_DblN_end_logit_S01_INDEX.1-4(15)" 168 "Size_DblN_end_logit_S01_INDEX.1-4(15)" -999 NA -3 -999 9 -999 -999 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F01_LL.JP.1(1)" 169 "minage@sel=1_F01_LL.JP.1(1)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F01_LL.JP.1(1)" 170 "maxage@sel=1_F01_LL.JP.1(1)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F02_LL.JP.2(2)" 171 "minage@sel=1_F02_LL.JP.2(2)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F02_LL.JP.2(2)" 172 "maxage@sel=1_F02_LL.JP.2(2)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F03_LL.JP.3(3)" 173 "minage@sel=1_F03_LL.JP.3(3)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F03_LL.JP.3(3)" 174 "maxage@sel=1_F03_LL.JP.3(3)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F04_LL.JP.4(4)" 175 "minage@sel=1_F04_LL.JP.4(4)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F04_LL.JP.4(4)" 176 "maxage@sel=1_F04_LL.JP.4(4)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F05_LL.TW.4(5)" 177 "minage@sel=1_F05_LL.TW.4(5)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F05_LL.TW.4(5)" 178 "maxage@sel=1_F05_LL.TW.4(5)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F06_LL.AU.2(6)" 179 "minage@sel=1_F06_LL.AU.2(6)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F06_LL.AU.2(6)" 180 "maxage@sel=1_F06_LL.AU.2(6)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F07_LL.AU.3(7)" 181 "minage@sel=1_F07_LL.AU.3(7)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F07_LL.AU.3(7)" 182 "maxage@sel=1_F07_LL.AU.3(7)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F08_LL.NZ.3(8)" 183 "minage@sel=1_F08_LL.NZ.3(8)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F08_LL.NZ.3(8)" 184 "maxage@sel=1_F08_LL.NZ.3(8)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F09.REC.AU.3(9)" 185 "minage@sel=1_F09.REC.AU.3(9)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"maxage@sel=1_F09.REC.AU.3(9)" 186 "maxage@sel=1_F09.REC.AU.3(9)" 10 NA -99 10 100 10 10 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"minage@sel=1_F10_REC.NZ.3(10)" 187 "minage@sel=1_F10_REC.NZ.3(10)" 0 NA -99 0 10 0 0 NA NA NA "No_prior" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
